[Name]
User Points

[Data]
"Time [s]","Monitor Point: Fxx [N]","Monitor Point: Fyy [N]"
8.65975647e+01,6.83368311e+03,1.81563672e+03
8.66015396e+01,6.82187451e+03,1.61227734e+03
8.66055222e+01,6.81002441e+03,1.40238477e+03
8.66094971e+01,6.79872656e+03,1.18675586e+03
8.66134796e+01,6.78856055e+03,9.65740234e+02
8.66174545e+01,6.77954688e+03,7.40175781e+02
8.66214371e+01,6.77146533e+03,5.10830078e+02
8.66254120e+01,6.76455420e+03,2.78976563e+02
8.66293869e+01,6.75919727e+03,4.60351563e+01
8.66333694e+01,6.75538086e+03,-1.87097656e+02
8.66373444e+01,6.75293213e+03,-4.19662109e+02
8.66413269e+01,6.75192773e+03,-6.50712891e+02
8.66453018e+01,6.75240918e+03,-8.79794922e+02
8.66492844e+01,6.75451318e+03,-1.10607617e+03
8.66532669e+01,6.75844971e+03,-1.32835742e+03
8.66572418e+01,6.76407324e+03,-1.54511328e+03
8.66612244e+01,6.77139160e+03,-1.75518945e+03
8.66651993e+01,6.78002148e+03,-1.95789648e+03
8.66691818e+01,6.78975635e+03,-2.15254688e+03
8.66731567e+01,6.80050977e+03,-2.33867773e+03
8.66771393e+01,6.81182715e+03,-2.51551758e+03
8.66811218e+01,6.82333691e+03,-2.68222461e+03
8.66850967e+01,6.83485059e+03,-2.83791406e+03
8.66890793e+01,6.84647412e+03,-2.98191211e+03
8.66930542e+01,6.85829785e+03,-3.11384570e+03
8.66970367e+01,6.87046289e+03,-3.23321875e+03
8.67010193e+01,6.88256250e+03,-3.33934375e+03
8.67049942e+01,6.89415527e+03,-3.43172266e+03
8.67089767e+01,6.90438037e+03,-3.51000391e+03
8.67129517e+01,6.91291699e+03,-3.57391406e+03
8.67169342e+01,6.92015869e+03,-3.62333984e+03
8.67209167e+01,6.92645703e+03,-3.65799219e+03
8.67248917e+01,6.93209131e+03,-3.67767188e+03
8.67288742e+01,6.93640283e+03,-3.68257422e+03
8.67328491e+01,6.93902148e+03,-3.67284180e+03
8.67368317e+01,6.93998584e+03,-3.64825781e+03
8.67408066e+01,6.93943848e+03,-3.60884961e+03
8.67447891e+01,6.93749316e+03,-3.55477344e+03
8.67487640e+01,6.93408398e+03,-3.48633398e+03
8.67527466e+01,6.92938721e+03,-3.40386133e+03
8.67567215e+01,6.92326855e+03,-3.30757813e+03
8.67607040e+01,6.91559082e+03,-3.19814453e+03
8.67646790e+01,6.90676221e+03,-3.07619922e+03
8.67686615e+01,6.89706250e+03,-2.94188086e+03
8.67726364e+01,6.88681201e+03,-2.79537891e+03
8.67766190e+01,6.87606445e+03,-2.63697070e+03
8.67805939e+01,6.86500684e+03,-2.46729297e+03
8.67845764e+01,6.85363428e+03,-2.28781641e+03
8.67885513e+01,6.84194287e+03,-2.09959570e+03
8.67925262e+01,6.83024854e+03,-1.90322461e+03
8.67965088e+01,6.81870996e+03,-1.69919141e+03
8.68004837e+01,6.80748926e+03,-1.48827344e+03
8.68044662e+01,6.79699512e+03,-1.27119141e+03
8.68084412e+01,6.78753857e+03,-1.04867969e+03
8.68124237e+01,6.77929346e+03,-8.21705078e+02
8.68163986e+01,6.77207520e+03,-5.91400391e+02
8.68203735e+01,6.76566016e+03,-3.58982422e+02
8.68243561e+01,6.76040527e+03,-1.25705078e+02
8.68283310e+01,6.75665039e+03,1.07589844e+02
8.68323135e+01,6.75459814e+03,3.40187500e+02
8.68362885e+01,6.75425879e+03,5.71265625e+02
8.68402710e+01,6.75539453e+03,8.00009766e+02
8.68442535e+01,6.75816992e+03,1.02578516e+03
8.68482285e+01,6.76253223e+03,1.24730859e+03
8.68522110e+01,6.76831445e+03,1.46327148e+03
8.68561859e+01,6.77530371e+03,1.67268359e+03
8.68601685e+01,6.78349268e+03,1.87493359e+03
8.68641510e+01,6.79306543e+03,2.06961719e+03
8.68681259e+01,6.80414990e+03,2.25594141e+03
8.68721085e+01,6.81629443e+03,2.43309375e+03
8.68760910e+01,6.82865039e+03,2.59969922e+03
8.68800659e+01,6.84021191e+03,2.75496875e+03
8.68840485e+01,6.85101367e+03,2.89813281e+03
8.68880310e+01,6.86186230e+03,3.02908398e+03
8.68920059e+01,6.87330957e+03,3.14752734e+03
8.68959885e+01,6.88529395e+03,3.25310742e+03
8.68999710e+01,6.89685742e+03,3.34482813e+03
8.69039459e+01,6.90725488e+03,3.42178320e+03
8.69079285e+01,6.91640137e+03,3.48365039e+03
8.69119110e+01,6.92461523e+03,3.53071680e+03
8.69158859e+01,6.93195898e+03,3.56314844e+03
8.69198685e+01,6.93803711e+03,3.58090820e+03
8.69238510e+01,6.94227881e+03,3.58427539e+03
8.69278259e+01,6.94441602e+03,3.57329297e+03
8.69318085e+01,6.94471680e+03,3.54787109e+03
8.69357834e+01,6.94338818e+03,3.50771484e+03
8.69397659e+01,6.94070508e+03,3.45238672e+03
8.69437485e+01,6.93675000e+03,3.38205859e+03
8.69477234e+01,6.93148047e+03,3.29734375e+03
8.69517059e+01,6.92515820e+03,3.19930273e+03
8.69556808e+01,6.91778662e+03,3.08833594e+03
8.69596634e+01,6.90935059e+03,2.96477344e+03
8.69636383e+01,6.89969580e+03,2.82894141e+03
8.69676208e+01,6.88887061e+03,2.68092578e+03
8.69715958e+01,6.87751563e+03,2.52112305e+03
8.69755707e+01,6.86613965e+03,2.35020898e+03
8.69795532e+01,6.85485498e+03,2.16921094e+03
8.69835281e+01,6.84340039e+03,1.97945898e+03
8.69875107e+01,6.83170020e+03,1.78206445e+03
8.69914856e+01,6.81985156e+03,1.57758203e+03
8.69954681e+01,6.80805078e+03,1.36671289e+03
8.69994431e+01,6.79693262e+03,1.15012695e+03
8.70034256e+01,6.78698242e+03,9.28273438e+02
8.70074005e+01,6.77814600e+03,7.02021484e+02
8.70113754e+01,6.77021094e+03,4.72164063e+02
8.70153580e+01,6.76351074e+03,2.40025391e+02
8.70193329e+01,6.75840723e+03,6.97460938e+00
8.70233154e+01,6.75484473e+03,-2.26060547e+02
8.70272903e+01,6.75266016e+03,-4.58447266e+02
8.70312729e+01,6.75190820e+03,-6.89224609e+02
8.70352478e+01,6.75265723e+03,-9.17869141e+02
8.70392303e+01,6.75504590e+03,-1.14361914e+03
8.70432053e+01,6.75926953e+03,-1.36506055e+03
8.70471878e+01,6.76517725e+03,-1.58074805e+03
8.70511703e+01,6.77275000e+03,-1.78960547e+03
8.70551453e+01,6.78157373e+03,-1.99096484e+03
8.70591278e+01,6.79151660e+03,-2.18426563e+03
8.70631027e+01,6.80237939e+03,-2.36888477e+03
8.70670853e+01,6.81376270e+03,-2.54409961e+03
8.70710678e+01,6.82528711e+03,-2.70901563e+03
8.70750427e+01,6.83679443e+03,-2.86275586e+03
8.70790253e+01,6.84844824e+03,-3.00481250e+03
8.70830002e+01,6.86031250e+03,-3.13465820e+03
8.70869827e+01,6.87250098e+03,-3.25184766e+03
8.70909653e+01,6.88457910e+03,-3.35573438e+03
8.70949402e+01,6.89598291e+03,-3.44575391e+03
8.70989227e+01,6.90591016e+03,-3.52160938e+03
8.71028976e+01,6.91420801e+03,-3.58308203e+03
8.71068802e+01,6.92128711e+03,-3.63015039e+03
8.71108627e+01,6.92747754e+03,-3.66230859e+03
8.71148376e+01,6.93293945e+03,-3.67947070e+03
8.71188202e+01,6.93694531e+03,-3.68181641e+03
8.71227951e+01,6.93922168e+03,-3.66958594e+03
8.71267776e+01,6.93991309e+03,-3.64253711e+03
8.71307526e+01,6.93915576e+03,-3.60068945e+03
8.71347351e+01,6.93700977e+03,-3.54418750e+03
8.71387100e+01,6.93337256e+03,-3.47343945e+03
8.71426926e+01,6.92850244e+03,-3.38858398e+03
8.71466675e+01,6.92208887e+03,-3.29002930e+03
8.71506500e+01,6.91415625e+03,-3.17848047e+03
8.71546249e+01,6.90515430e+03,-3.05448633e+03
8.71586075e+01,6.89534961e+03,-2.91811914e+03
8.71625824e+01,6.88499707e+03,-2.76960938e+03
8.71665649e+01,6.87421875e+03,-2.60922461e+03
8.71705399e+01,6.86315283e+03,-2.43779883e+03
8.71745148e+01,6.85172168e+03,-2.25675586e+03
8.71784973e+01,6.83998438e+03,-2.06715430e+03
8.71824722e+01,6.82829590e+03,-1.86947656e+03
8.71864548e+01,6.81680176e+03,-1.66426172e+03
8.71904297e+01,6.80563477e+03,-1.45227734e+03
8.71944122e+01,6.79531348e+03,-1.23419922e+03
8.71983871e+01,6.78610254e+03,-1.01086328e+03
8.72023621e+01,6.77804980e+03,-7.83250000e+02
8.72063446e+01,6.77093750e+03,-5.52496094e+02
8.72103195e+01,6.76468164e+03,-3.19818359e+02
8.72143021e+01,6.75963916e+03,-8.65390625e+01
8.72182770e+01,6.75616699e+03,1.46673828e+02
8.72222595e+01,6.75439795e+03,3.79072266e+02
8.72262344e+01,6.75436621e+03,6.09798828e+02
8.72302170e+01,6.75578418e+03,8.38109375e+02
8.72341995e+01,6.75881592e+03,1.06327148e+03
8.72381744e+01,6.76340625e+03,1.28393750e+03
8.72421570e+01,6.76939551e+03,1.49882617e+03
8.72461319e+01,6.77656934e+03,1.70703516e+03
8.72501144e+01,6.78497412e+03,1.90809180e+03
8.72540970e+01,6.79479443e+03,2.10145508e+03
8.72580719e+01,6.80611523e+03,2.28630078e+03
8.72620544e+01,6.81833105e+03,2.46176367e+03
8.72660370e+01,6.83063965e+03,2.62648242e+03
8.72700119e+01,6.84201758e+03,2.77974609e+03
8.72739944e+01,6.85275781e+03,2.92086914e+03
8.72779770e+01,6.86369629e+03,3.04971680e+03
8.72819519e+01,6.87526953e+03,3.16608789e+03
8.72859344e+01,6.88728857e+03,3.26938086e+03
8.72899170e+01,6.89868164e+03,3.35873633e+03
8.72938919e+01,6.90886523e+03,3.43315430e+03
8.72978745e+01,6.91784863e+03,3.49253125e+03
8.73018570e+01,6.92591406e+03,3.53713477e+03
8.73058319e+01,6.93310742e+03,3.56708008e+03
8.73098145e+01,6.93890234e+03,3.58243555e+03
8.73137970e+01,6.94280762e+03,3.58335547e+03
8.73177719e+01,6.94459424e+03,3.56998828e+03
8.73217545e+01,6.94456299e+03,3.54212500e+03
8.73257294e+01,6.94301270e+03,3.49941016e+03
8.73297119e+01,6.94014258e+03,3.44158594e+03
8.73336945e+01,6.93597412e+03,3.36877539e+03
8.73376694e+01,6.93048926e+03,3.28173047e+03
8.73416519e+01,6.92396875e+03,3.18145117e+03
8.73456268e+01,6.91641211e+03,3.06836719e+03
8.73496094e+01,6.90779541e+03,2.94276172e+03
8.73535843e+01,6.89792773e+03,2.80490234e+03
8.73575668e+01,6.88696582e+03,2.65486133e+03
8.73615417e+01,6.87556250e+03,2.49314453e+03
8.73655243e+01,6.86424170e+03,2.32039258e+03
8.73694992e+01,6.85295898e+03,2.13784570e+03
8.73734741e+01,6.84145410e+03,1.94676563e+03
8.73774567e+01,6.82970410e+03,1.74816602e+03
8.73814316e+01,6.81783594e+03,1.54247266e+03
8.73854141e+01,6.80607520e+03,1.33065039e+03
8.73893890e+01,6.79516602e+03,1.11316602e+03
8.73933716e+01,6.78544531e+03,8.90556641e+02
8.73973465e+01,6.77675488e+03,6.63613281e+02
8.74013214e+01,6.76897070e+03,4.33253906e+02
8.74053040e+01,6.76251514e+03,2.00863281e+02
8.74092789e+01,6.75770459e+03,-3.22167969e+01
8.74132614e+01,6.75441211e+03,-2.65181641e+02
8.74172363e+01,6.75244287e+03,-4.97369141e+02
8.74212189e+01,6.75191992e+03,-7.27783203e+02
8.74251938e+01,6.75294189e+03,-9.56037109e+02
8.74291763e+01,6.75562207e+03,-1.18111914e+03
8.74331512e+01,6.76012109e+03,-1.40175195e+03
8.74371338e+01,6.76635254e+03,-1.61637305e+03
8.74411163e+01,6.77417041e+03,-1.82402148e+03
8.74450912e+01,6.78317773e+03,-2.02407422e+03
8.74490738e+01,6.79328516e+03,-2.21587500e+03
8.74530487e+01,6.80425586e+03,-2.39892383e+03
8.74570313e+01,6.81567480e+03,-2.57249219e+03
8.74610138e+01,6.82722559e+03,-2.73558984e+03
8.74649887e+01,6.83876758e+03,-2.88743359e+03
8.74689713e+01,6.85044141e+03,-3.02751953e+03
8.74729462e+01,6.86236963e+03,-3.15525781e+03
8.74769287e+01,6.87454297e+03,-3.27018359e+03
8.74809113e+01,6.88656104e+03,-3.37173633e+03
8.74848862e+01,6.89776270e+03,-3.45943945e+03
8.74888687e+01,6.90742285e+03,-3.53288672e+03
8.74928436e+01,6.91547412e+03,-3.59197070e+03
8.74968262e+01,6.92237256e+03,-3.63656055e+03
8.75008087e+01,6.92844043e+03,-3.66618164e+03
8.75047836e+01,6.93371680e+03,-3.68083789e+03
8.75087662e+01,6.93741016e+03,-3.68080664e+03
8.75127411e+01,6.93942676e+03,-3.66605859e+03
8.75167236e+01,6.93986035e+03,-3.63650977e+03
8.75206985e+01,6.93890869e+03,-3.59218164e+03
8.75246811e+01,6.93650586e+03,-3.53329102e+03
8.75286560e+01,6.93265088e+03,-3.46014063e+03
8.75326385e+01,6.92753711e+03,-3.37290625e+03
8.75366135e+01,6.92084277e+03,-3.27213477e+03
8.75405960e+01,6.91273779e+03,-3.15846875e+03
8.75445709e+01,6.90354004e+03,-3.03243359e+03
8.75485535e+01,6.89363867e+03,-2.89401563e+03
8.75525284e+01,6.88321680e+03,-2.74348828e+03
8.75565033e+01,6.87234277e+03,-2.58120898e+03
8.75604858e+01,6.86125879e+03,-2.40806641e+03
8.75644608e+01,6.84975879e+03,-2.22551953e+03
8.75684433e+01,6.83801025e+03,-2.03450586e+03
8.75724182e+01,6.82632422e+03,-1.83550977e+03
8.75764008e+01,6.81488184e+03,-1.62911133e+03
8.75803757e+01,6.80383105e+03,-1.41604492e+03
8.75843506e+01,6.79367871e+03,-1.19703125e+03
8.75883331e+01,6.78469434e+03,-9.72902344e+02
8.75923080e+01,6.77680908e+03,-7.44687500e+02
8.75962906e+01,6.76982471e+03,-5.13505859e+02
8.76002655e+01,6.76373242e+03,-2.80705078e+02
8.76042480e+01,6.75890771e+03,-4.73457031e+01
8.76082230e+01,6.75571582e+03,1.85785156e+02
8.76122055e+01,6.75425879e+03,4.17982422e+02
8.76161804e+01,6.75450928e+03,6.48353516e+02
8.76201630e+01,6.75620703e+03,8.76201172e+02
8.76241379e+01,6.75950488e+03,1.10070898e+03
8.76281204e+01,6.76429785e+03,1.32050000e+03
8.76321030e+01,6.77050684e+03,1.53429492e+03
8.76360779e+01,6.77787354e+03,1.74130664e+03
8.76400604e+01,6.78648730e+03,1.94112500e+03
8.76440430e+01,6.79660645e+03,2.13308203e+03
8.76480179e+01,6.80815674e+03,2.31646094e+03
8.76520004e+01,6.82039453e+03,2.49023242e+03
8.76559830e+01,6.83260938e+03,2.65309570e+03
8.76599579e+01,6.84388477e+03,2.80431836e+03
8.76639404e+01,6.85460449e+03,2.94344531e+03
8.76679230e+01,6.86561914e+03,3.07020898e+03
8.76718979e+01,6.87730029e+03,3.18446094e+03
8.76758804e+01,6.88925781e+03,3.28544531e+03
8.76798630e+01,6.90047607e+03,3.37231836e+03
8.76838379e+01,6.91043994e+03,3.44420117e+03
8.76878204e+01,6.91929590e+03,3.50111719e+03
8.76918030e+01,6.92719141e+03,3.54322656e+03
8.76957779e+01,6.93420605e+03,3.57074805e+03
8.76997604e+01,6.93967627e+03,3.58359180e+03
8.77037430e+01,6.94318457e+03,3.58208008e+03
8.77077179e+01,6.94465527e+03,3.56635156e+03
8.77117004e+01,6.94436377e+03,3.53600781e+03
8.77156830e+01,6.94262695e+03,3.49078320e+03
8.77196579e+01,6.93956201e+03,3.43037500e+03
8.77236404e+01,6.93515967e+03,3.35511719e+03
8.77276154e+01,6.92945508e+03,3.26577148e+03
8.77315979e+01,6.92275293e+03,3.16330859e+03
8.77355728e+01,6.91504102e+03,3.04806445e+03
8.77395554e+01,6.90625293e+03,2.92042578e+03
8.77435303e+01,6.89616211e+03,2.78056055e+03
8.77475128e+01,6.88509033e+03,2.62850391e+03
8.77514877e+01,6.87364355e+03,2.46487500e+03
8.77554703e+01,6.86233545e+03,2.29041992e+03
8.77594452e+01,6.85103125e+03,2.10637109e+03
8.77634201e+01,6.83946338e+03,1.91391602e+03
8.77674026e+01,6.82770508e+03,1.71403320e+03
8.77713776e+01,6.81582422e+03,1.50725781e+03
8.77753601e+01,6.80417188e+03,1.29446484e+03
8.77793350e+01,6.79346875e+03,1.07607227e+03
8.77833176e+01,6.78394824e+03,8.52677734e+02
8.77872925e+01,6.77539355e+03,6.25089844e+02
8.77912750e+01,6.76777148e+03,3.94261719e+02
8.77952499e+01,6.76159180e+03,1.61691406e+02
8.77992249e+01,6.75707422e+03,-7.14570313e+01
8.78032074e+01,6.75400098e+03,-3.04330078e+02
8.78071823e+01,6.75225781e+03,-5.36251953e+02
8.78111649e+01,6.75196338e+03,-7.66392578e+02
8.78151474e+01,6.75326563e+03,-9.94152344e+02
8.78191223e+01,6.75626172e+03,-1.21863477e+03
8.78231049e+01,6.76107227e+03,-1.43832031e+03
8.78270798e+01,6.76758887e+03,-1.65185742e+03
8.78310623e+01,6.77561328e+03,-1.85824609e+03
8.78350372e+01,6.78480371e+03,-2.05699023e+03
8.78390198e+01,6.79508057e+03,-2.24735938e+03
8.78430023e+01,6.80616162e+03,-2.42886719e+03
8.78469772e+01,6.81763379e+03,-2.60068945e+03
8.78509598e+01,6.82915527e+03,-2.76196484e+03
8.78549347e+01,6.84070605e+03,-2.91185352e+03
8.78589172e+01,6.85243506e+03,-3.04989648e+03
8.78628998e+01,6.86443945e+03,-3.17557031e+03
8.78668747e+01,6.87658691e+03,-3.28826563e+03
8.78708572e+01,6.88853125e+03,-3.38751367e+03
8.78748322e+01,6.89950488e+03,-3.47286328e+03
8.78788147e+01,6.90888281e+03,-3.54391406e+03
8.78827972e+01,6.91670801e+03,-3.60051563e+03
8.78867722e+01,6.92344629e+03,-3.64262891e+03
8.78907547e+01,6.92941992e+03,-3.66971484e+03
8.78947296e+01,6.93448730e+03,-3.68192188e+03
8.78987122e+01,6.93790918e+03,-3.67938477e+03
8.79026947e+01,6.93965820e+03,-3.66219727e+03
8.79066696e+01,6.93982715e+03,-3.63009961e+03
8.79106522e+01,6.93861914e+03,-3.58331250e+03
8.79146271e+01,6.93594043e+03,-3.52198242e+03
8.79186096e+01,6.93185693e+03,-3.44641992e+03
8.79225845e+01,6.92652539e+03,-3.35688281e+03
8.79265671e+01,6.91958789e+03,-3.25385547e+03
8.79305420e+01,6.91128906e+03,-3.13810742e+03
8.79345169e+01,6.90195166e+03,-3.00997656e+03
8.79384995e+01,6.89195410e+03,-2.86950195e+03
8.79424744e+01,6.88142285e+03,-2.71694531e+03
8.79464569e+01,6.87047754e+03,-2.55274805e+03
8.79504318e+01,6.85931934e+03,-2.37791602e+03
8.79544144e+01,6.84775439e+03,-2.19390039e+03
8.79583893e+01,6.83601416e+03,-2.00146484e+03
8.79623718e+01,6.82438672e+03,-1.80116211e+03
8.79663467e+01,6.81299219e+03,-1.59357617e+03
8.79703293e+01,6.80206445e+03,-1.37951758e+03
8.79743042e+01,6.79205811e+03,-1.15956445e+03
8.79782791e+01,6.78328418e+03,-9.34601563e+02
8.79822617e+01,6.77557910e+03,-7.05857422e+02
8.79862366e+01,6.76872656e+03,-4.74253906e+02
8.79902191e+01,6.76282471e+03,-2.41269531e+02
8.79941940e+01,6.75828711e+03,-7.88476563e+00
8.79981766e+01,6.75535938e+03,2.25146484e+02
8.80021515e+01,6.75418262e+03,4.57050781e+02
8.80061340e+01,6.75464648e+03,6.87037109e+02
8.80101089e+01,6.75665723e+03,9.14371094e+02
8.80140915e+01,6.76023828e+03,1.13821094e+03
8.80180740e+01,6.76527686e+03,1.35708203e+03
8.80220490e+01,6.77168018e+03,1.56978711e+03
8.80260315e+01,6.77923535e+03,1.77559180e+03
8.80300064e+01,6.78808887e+03,1.97412109e+03
8.80339890e+01,6.79845117e+03,2.16470117e+03
8.80379715e+01,6.81019434e+03,2.34658398e+03
8.80419464e+01,6.82248926e+03,2.51854492e+03
8.80459290e+01,6.83459082e+03,2.67951953e+03
8.80499115e+01,6.84577832e+03,2.82875195e+03
8.80538940e+01,6.85650293e+03,2.96579688e+03
8.80578690e+01,6.86761719e+03,3.09040820e+03
8.80618515e+01,6.87933887e+03,3.20250586e+03
8.80658340e+01,6.89122461e+03,3.30118750e+03
8.80698090e+01,6.90226221e+03,3.38556641e+03
8.80737915e+01,6.91202637e+03,3.45493945e+03
8.80777740e+01,6.92072266e+03,3.50931836e+03
8.80817490e+01,6.92847314e+03,3.54895703e+03
8.80857315e+01,6.93528613e+03,3.57400781e+03
8.80897141e+01,6.94041553e+03,3.58439648e+03
8.80936890e+01,6.94353320e+03,3.58047656e+03
8.80976715e+01,6.94473193e+03,3.56231836e+03
8.81016464e+01,6.94419824e+03,3.52950977e+03
8.81056290e+01,6.94222559e+03,3.48174609e+03
8.81096115e+01,6.93894824e+03,3.41880664e+03
8.81135864e+01,6.93431055e+03,3.34108398e+03
8.81175690e+01,6.92841309e+03,3.24948828e+03
8.81215439e+01,6.92156055e+03,3.14480078e+03
8.81255264e+01,6.91368457e+03,3.02746875e+03
8.81295013e+01,6.90466797e+03,2.89775195e+03
8.81334839e+01,6.89438867e+03,2.75581445e+03
8.81374588e+01,6.88322559e+03,2.60179492e+03
8.81414337e+01,6.87173633e+03,2.43628516e+03
8.81454163e+01,6.86040430e+03,2.26018164e+03
8.81493912e+01,6.84905420e+03,2.07457227e+03
8.81533737e+01,6.83746680e+03,1.88081055e+03
8.81573486e+01,6.82570996e+03,1.67968164e+03
8.81613312e+01,6.81384717e+03,1.47179102e+03
8.81653061e+01,6.80232910e+03,1.25802734e+03
8.81692886e+01,6.79181152e+03,1.03880469e+03
8.81732635e+01,6.78245020e+03,8.14638672e+02
8.81772385e+01,6.77404688e+03,5.86378906e+02
8.81812210e+01,6.76666992e+03,3.55183594e+02
8.81851959e+01,6.76075732e+03,1.22410156e+02
8.81891785e+01,6.75649707e+03,-1.10775391e+02
8.81931534e+01,6.75360547e+03,-3.43509766e+02
8.81971359e+01,6.75212012e+03,-5.75228516e+02
8.82011108e+01,6.75207910e+03,-8.04976563e+02
8.82050934e+01,6.75361279e+03,-1.03223828e+03
8.82090683e+01,6.75693311e+03,-1.25600000e+03
8.82130508e+01,6.76203906e+03,-1.47478711e+03
8.82170334e+01,6.76886816e+03,-1.68718164e+03
8.82210083e+01,6.77713623e+03,-1.89230664e+03
8.82249908e+01,6.78648926e+03,-2.08968555e+03
8.82289658e+01,6.79691455e+03,-2.27860352e+03
8.82329483e+01,6.80808154e+03,-2.45856445e+03
8.82369308e+01,6.81956445e+03,-2.62869141e+03
8.82409058e+01,6.83108691e+03,-2.78808008e+03
8.82448883e+01,6.84267480e+03,-2.93599414e+03
8.82488632e+01,6.85444531e+03,-3.07198633e+03
8.82528458e+01,6.86652002e+03,-3.19556641e+03
8.82568283e+01,6.87865527e+03,-3.30604102e+03
8.82608032e+01,6.89047266e+03,-3.40298438e+03
8.82647858e+01,6.90121289e+03,-3.48591406e+03
8.82687607e+01,6.91031055e+03,-3.55449805e+03
8.82727432e+01,6.91793945e+03,-3.60868164e+03
8.82767258e+01,6.92449512e+03,-3.64820117e+03
8.82807007e+01,6.93033008e+03,-3.67280469e+03
8.82846832e+01,6.93515527e+03,-3.68253516e+03
8.82886581e+01,6.93832910e+03,-3.67759570e+03
8.82926407e+01,6.93984766e+03,-3.65793555e+03
8.82966156e+01,6.93975781e+03,-3.62338086e+03
8.83005981e+01,6.93831006e+03,-3.57404688e+03
8.83045731e+01,6.93537891e+03,-3.51032031e+03
8.83085556e+01,6.93106494e+03,-3.43239844e+03
8.83125305e+01,6.92547998e+03,-3.34056836e+03
8.83165131e+01,6.91828760e+03,-3.23528320e+03
8.83204880e+01,6.90980664e+03,-3.11743750e+03
8.83244705e+01,6.90031299e+03,-2.98717188e+03
8.83284454e+01,6.89021484e+03,-2.84468359e+03
8.83324280e+01,6.87961768e+03,-2.69012695e+03
8.83364029e+01,6.86861914e+03,-2.52403516e+03
8.83403854e+01,6.85741211e+03,-2.34757617e+03
8.83443604e+01,6.84581152e+03,-2.16208789e+03
8.83483353e+01,6.83406299e+03,-1.96830859e+03
8.83523178e+01,6.82247949e+03,-1.76669336e+03
8.83562927e+01,6.81111328e+03,-1.55797852e+03
8.83602753e+01,6.80033008e+03,-1.34290234e+03
8.83642502e+01,6.79050391e+03,-1.12203125e+03
8.83682327e+01,6.78188477e+03,-8.96367188e+02
8.83722076e+01,6.77433008e+03,-6.67009766e+02
8.83761902e+01,6.76762891e+03,-4.35093750e+02
8.83801651e+01,6.76194922e+03,-2.01992188e+02
8.83841476e+01,6.75768555e+03,3.14277344e+01
8.83881226e+01,6.75507813e+03,2.64294922e+02
8.83921051e+01,6.75417285e+03,4.95951172e+02
8.83960800e+01,6.75484668e+03,7.25531250e+02
8.84000626e+01,6.75711426e+03,9.52330078e+02
8.84040375e+01,6.76095703e+03,1.17539453e+03
8.84080200e+01,6.76626855e+03,1.39336914e+03
8.84120026e+01,6.77290137e+03,1.60496484e+03
8.84159775e+01,6.78066406e+03,1.80957227e+03
8.84199600e+01,6.78975635e+03,2.00684375e+03
8.84239349e+01,6.80037695e+03,2.19600781e+03
8.84279175e+01,6.81228516e+03,2.37629688e+03
8.84319000e+01,6.82462402e+03,2.54648242e+03
8.84358749e+01,6.83656006e+03,2.70551172e+03
8.84398575e+01,6.84758203e+03,2.85268164e+03
8.84438400e+01,6.85834277e+03,2.98766016e+03
8.84478226e+01,6.86955957e+03,3.11022852e+03
8.84517975e+01,6.88136914e+03,3.22012109e+03
8.84557800e+01,6.89317676e+03,3.31646289e+03
8.84597626e+01,6.90400488e+03,3.39831836e+03
8.84637375e+01,6.91355518e+03,3.46514258e+03
8.84677200e+01,6.92210059e+03,3.51705273e+03
8.84717026e+01,6.92970508e+03,3.55422852e+03
8.84756775e+01,6.93627637e+03,3.57678125e+03
8.84796600e+01,6.94111621e+03,3.58475195e+03
8.84836426e+01,6.94387109e+03,3.57849023e+03
8.84876175e+01,6.94478418e+03,3.55790820e+03
8.84916000e+01,6.94399219e+03,3.52257617e+03
8.84955750e+01,6.94178516e+03,3.47221289e+03
8.84995575e+01,6.93827393e+03,3.40676953e+03
8.85035324e+01,6.93340723e+03,3.32664258e+03
8.85075150e+01,6.92735352e+03,3.23285352e+03
8.85114899e+01,6.92030957e+03,3.12602148e+03
8.85154724e+01,6.91224316e+03,3.00652539e+03
8.85194473e+01,6.90301221e+03,2.87475391e+03
8.85234299e+01,6.89256641e+03,2.73072656e+03
8.85274048e+01,6.88133887e+03,2.57477539e+03
8.85313873e+01,6.86985547e+03,2.40737695e+03
8.85353622e+01,6.85854102e+03,2.22955078e+03
8.85393448e+01,6.84713965e+03,2.04248438e+03
8.85433197e+01,6.83550488e+03,1.84745508e+03
8.85473022e+01,6.82374805e+03,1.64516797e+03
8.85512772e+01,6.81189941e+03,1.43625781e+03
8.85552521e+01,6.80046875e+03,1.22156445e+03
8.85592346e+01,6.79012891e+03,1.00139648e+03
8.85632095e+01,6.78093262e+03,7.76462891e+02
8.85671921e+01,6.77270654e+03,5.47662109e+02
8.85711670e+01,6.76556836e+03,3.16091797e+02
8.85751495e+01,6.75993457e+03,8.31835938e+01
8.85791245e+01,6.75590723e+03,-1.49960938e+02
8.85831070e+01,6.75323926e+03,-3.82601563e+02
8.85870819e+01,6.75199609e+03,-6.13984375e+02
8.85910645e+01,6.75223145e+03,-8.43410156e+02
8.85950394e+01,6.75406299e+03,-1.07019727e+03
8.85990219e+01,6.75769678e+03,-1.29320117e+03
8.86029968e+01,6.76308496e+03,-1.51096094e+03
8.86069794e+01,6.77016309e+03,-1.72222070e+03
8.86109543e+01,6.77859619e+03,-1.92608008e+03
